"Date","Temp (C)","Daily Prec (cm)","Daily ET (cm)","Daily Runoff (cm)","Daily Flow (cm)","Daily Flow (MGD)","Daily Pt Src Flow (cm)","Daily Flow (m^3)","TSS (kg)","TSS (mg/L)","TN (kg)","TN (mg/L)","TP (kg)","TP (mg/L)","PointN (kg)","SepticN (kg)","AnimalN (kg)","StreamN (kg)","UplandN (kg)","GroundN (kg)","TileDrainN (kg)","PointP (kg)","SepticP (kg)","AnimalP (kg)","StreamP (kg)","UplandP (kg)","GroundP (kg)","TileDrainP (kg)","Area (ha)"
" 1943-01-01",-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267
" 1943-01-02",-16,.53,0,0,.5227,3.687,0,13955.737,7.0307,.503782202580516,19.7323,1.41392334953968,.2288,.016394604619732,0,.3694906171645007674768439674,0,.0035153259721267086648930969,0,19.35933651665414231100868605,0,0,0,0,.0097233916389024761670943059,0,.2190753992960806287931791717,0,267
" 1943-01-03",-21,.89,0,0,.4914,3.4658,0,13118.3928,6.6088,.503782202580516,18.5484,1.41392334953968,.2151,.016394604619732,0,.3473211801346307214282333295,0,.003304406413799106144999511,0,18.197776325654893772348164898,0,0,0,0,.0091399881405683275970686475,0,.2059308753383157910655884216,0,267
" 1943-01-04",-23,0,0,0,.4619,3.2578,0,12331.2892,6.2123,.503782202580516,17.4355,1.41392334953968,.2022,.016394604619732,0,.3264819093265528781425393297,0,.0031061420289711597762995404,0,17.105909746115600146007274999,0,0,0,0,.0085915888521342279412445287,0,.1935750228180168436016531162,0,267
" 1943-01-05",-19,0,0,0,.4342,3.0623,0,11591.4119,5.8395,.503782202580516,16.3894,1.41392334953968,.19,.016394604619732,0,.3068929947669597054539869701,0,.002919773507232890189721568,0,16.07955516134866413724683851,0,0,0,0,.008076093521006174264769857,0,.1819605214489358329855539294,0,267
" 1943-01-06",-18,0,0,0,.4081,2.8786,0,10895.9272,5.4892,.503782202580516,15.406,1.41392334953968,.1786,.016394604619732,0,.2884794150809421231267477518,0,.0027445870967989167783382739,0,15.114781851667744289012028195,0,0,0,0,.0075915279097458038088836656,0,.1710428901619996830064206936,0,267
" 1943-01-07",-18,0,0,0,.3836,2.7059,0,10242.1715,5.1598,.503782202580516,14.4816,1.41392334953968,.1679,.016394604619732,0,.2711706501760855957391428866,0,.0025799118709909817716379774,0,14.207894940567679631671306498,0,0,0,0,.0071360362351610555803506456,0,.1607803167522797020260354519,0,267
" 1943-01-08",-15,.08,0,0,.3606,2.5435,0,9627.6413,4.8502,.503782202580516,13.6127,1.41392334953968,.1578,.016394604619732,0,.2549004111655204599947943132,0,.0024251171587315228653396988,0,13.355421244133618853771028099,0,0,0,0,.0067078740610513922455296069,0,.1511334977471429199044733247,0,267
" 1943-01-09",-4,0,0,0,.339,2.3909,0,9049.9828,4.5592,.503782202580516,12.796,1.41392334953968,.1484,.016394604619732,0,.2396063864955892323951066544,0,.0022796101292076314934193169,0,12.554095969485601722544766409,0,0,0,0,.0063054016173883087107978305,0,.1420654878823143447102049251,0,267
" 1943-01-10",-6,0,0,0,.3186,2.2475,0,8506.9838,4.2857,.503782202580516,12.0282,1.41392334953968,.1395,.016394604619732,0,.2252300033058538784514002553,0,.0021428335214551736038141579,0,11.800850211316465619192080436,0,0,0,0,.0059270775203450101881499606,0,.1335415586093754840275926298,0,267
" 1943-01-11",-11,0,0,0,.2995,2.1126,0,7996.5648,4.0285,.503782202580516,11.3065,1.41392334953968,.1311,.016394604619732,0,.2117162031075026457443162397,0,.0020142635101678631875853084,0,11.092799198637477682040555596,0,0,0,0,.005571452869124309576860963,0,.1255290650928129549859370718,0,267
" 1943-01-12",-18,0,0,0,.2815,1.9859,0,7516.7709,3.7868,.503782202580516,10.6281,1.41392334953968,.1232,.016394604619732,0,.1990132309210524869996572658,0,.0018934076995577913963301899,0,10.427231246719229021118122284,0,0,0,0,.0052371656969768510022493052,0,.1179973211872441776867808478,0,267
" 1943-01-13",-12,0,0,0,.2647,1.8667,0,7065.7646,3.5596,.503782202580516,9.9904,1.41392334953968,.1158,.016394604619732,0,.1870724370657893377796778297,0,.0017798032375843239125503785,0,9.801597371916075279851034936,0,0,0,0,.0049229357551582399421143469,0,.1109174819160095270255739968,0,267
" 1943-01-14",-3,0,0,0,.2488,1.7547,0,6641.8188,3.346,.503782202580516,9.391,1.41392334953968,.1089,.016394604619732,0,.1758480908418419775128971597,0,.0016730150433292644777973558,0,9.213501529601110763059972829,0,0,0,0,.0046275596098487455455874861,0,.1042624330010489554040395569,0,267
" 1943-01-15",-8,.46,0,0,.2338,1.6494,0,6243.3096,3.1453,.503782202580516,8.8276,1.41392334953968,.1024,.016394604619732,0,.1652972053913314588621233301,0,.0015726341407295086091295144,0,8.66069143782504411727637446,0,0,0,0,.0043499060332578208128522369,0,.0980066870209860180797971835,0,267
" 1943-01-16",-21,.2,0,0,.2198,1.5505,0,5868.7111,2.9566,.503782202580516,8.2979,1.41392334953968,.0962,.016394604619732,0,.1553793730678515713303959306,0,.0014782760922857380925817436,0,8.141049951555541470239792011,0,0,0,0,.0040889116712623515640811027,0,.0921262857997268569950093527,0,267
" 1943-01-17",-32,0,0,0,.2066,1.4574,0,5516.5884,2.7792,.503782202580516,7.8,1.41392334953968,.0904,.016394604619732,0,.1460566106837804770505721746,0,.001389579526748593807026839,0,7.6525869544622089820254044816,0,0,0,0,.0038435769709866104702362366,0,.0865987086517432455753087914,0,267
" 1943-01-18",-30,0,0,0,.1942,1.37,0,5185.5931,2.6124,.503782202580517,7.332,1.41392334953968,.085,.016394604619732,0,.1372932140427536484275378442,0,.0013062047551436781786052286,0,7.1934317371944764431038802138,0,0,0,0,.0036129623527274138420220624,0,.0814027861326386508407902639,0,267
" 1943-01-19",-30,0,0,0,.1826,1.2878,0,4874.4575,2.4557,.503782202580516,6.8921,1.41392334953968,.0799,.016394604619732,0,.1290556212001884295218855738,0,.0012278324698350574878889149,0,6.7618258329628078565176474129,0,0,0,0,.0033961846115637690115007386,0,.0765186189646803317903428482,0,267
" 1943-01-20",-28,.1,0,0,.1716,1.2105,0,4581.9901,2.3083,.503782202580516,6.4786,1.41392334953968,.0751,.016394604619732,0,.1213122839281771237505724391,0,.00115416252164495403861558,0,6.3561162829850393851265885534,0,0,0,0,.0031924135348699428708106943,0,.0719275018267995118829222772,0,267
" 1943-01-21",-20,0,0,0,.1613,1.1379,0,4307.0707,2.1698,.503782202580516,6.0899,1.41392334953968,.0706,.016394604619732,0,.1140335468924864963255380928,0,.0010849127703462567962986452,0,5.9747493060059370220189932446,0,0,0,0,.0030008687227777462985620526,0,.0676118517171915411699469406,0,267
" 1943-01-22",-19,0,0,0,.1516,1.0696,0,4048.6464,2.0396,.503782202580516,5.7245,1.41392334953968,.0664,.016394604619732,0,.1071915340789373065460058072,0,.0010198180041254813885207265,0,5.616264347645580800697853651,0,0,0,0,.0028208165994110815206483295,0,.0635551406141600486997501242,0,267
" 1943-01-23",-23,0,0,0,.1425,1.0054,0,3805.7276,1.9173,.503782202580516,5.381,1.41392334953968,.0624,.016394604619732,0,.1007600420342010681532454586,0,.0009586289238779525052094829,0,5.2792884867868459526559824205,0,0,0,0,.0026515676034464166294094297,0,.0597418321773104457777651166,0,267
" 1943-01-24",-24,0,0,0,.134,.9451,0,3577.384,1.8022,.503782202580516,5.0581,1.41392334953968,.0586,.016394604619732,0,.0947144395121490040640507312,0,.0009011111884452753548969139,0,4.9625311775796351954966234834,0,0,0,0,.0024924735472396316316448639,0,.0561573222466718190310992097,0,267
" 1943-01-25",-26,0,0,0,.126,.8884,0,3362.7409,1.6941,.503782202580516,4.7547,1.41392334953968,.0551,.016394604619732,0,.0890315731414200638202076872,0,.0008470445171385588336030991,0,4.6647793069248570837668260641,0,0,0,0,.0023429251344052537337461721,0,.052787882911871509889233257,0,267
" 1943-01-26",-19,0,0,0,.1184,.8351,0,3160.9765,1.5924,.503782202580516,4.4694,1.41392334953968,.0518,.016394604619732,0,.0836896787529348599909952262,0,.0007962218461102453035869131,0,4.3848925485093656587408165133,0,0,0,0,.0022023496263409385097214018,0,.0496206099371592192958792617,0,267
" 1943-01-27",-7,0,0,0,.1113,.785,0,2971.3179,1.4969,.503782202580516,4.2012,1.41392334953968,.0487,.016394604619732,0,.0786682980277587683915355126,0,.0007484485353436305853716984,0,4.1217989955988037192163675209,0,0,0,0,.0020702086487604821991381177,0,.046643373340929666138126506,0,267
" 1943-01-28",-6,0,0,0,.1046,.7379,0,2793.0388,1.4071,.503782202580516,3.9491,1.41392334953968,.0458,.016394604619732,0,.0739482001460932422880433816,0,.0007035416232230127502493965,0,3.8744910558628754960633854566,0,0,0,0,.0019459961298348532671898306,0,.0438447709404738861698389155,0,267
" 1943-01-29",-3,.05,0,0,.0983,.6936,0,2625.4565,1.3227,.503782202580516,3.7122,1.41392334953968,.043,.016394604619732,0,.069511308137327647750760779,0,.0006613291258296319852344327,0,3.6420215925111029662995823477,0,0,0,0,.0018292363620447620711584408,0,.0412140846840454529996485808,0,267
