"Date","Temp (C)","Daily Prec (cm)","Daily ET (cm)","Daily Runoff (cm)","Daily Flow (cm)","Daily Flow (MGD)","Daily Pt Src Flow (cm)","Daily Flow (m^3)","TSS (kg)","TSS (mg/L)","TN (kg)","TN (mg/L)","TP (kg)","TP (mg/L)","PointN (kg)","SepticN (kg)","AnimalN (kg)","StreamN (kg)","UplandN (kg)","GroundN (kg)","TileDrainN (kg)","PointP (kg)","SepticP (kg)","AnimalP (kg)","StreamP (kg)","UplandP (kg)","GroundP (kg)","TileDrainP (kg)","Area (ha)"
" 2005-01-01",-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267
" 2005-01-02",-14,0,0,0,.5227,3.687,0,13955.737,7.0307,.503782202580516,19.9038,1.42620718787613,.2288,.016394604619732,0,.5409206348203486363178070495,0,.0035153259721267086648930969,0,19.35933651665414231100868605,0,0,0,0,.0097233916389024761670943059,0,.2190753992960806287931791717,0,267
" 2005-01-03",-13,0,0,0,.4914,3.4658,0,13118.3928,6.6088,.503782202580516,18.7095,1.42620718787613,.2151,.016394604619732,0,.5084653967311277181387386269,0,.003304406413799106144999511,0,18.197776325654893772348164898,0,0,0,0,.0091399881405683275970686475,0,.2059308753383157910655884216,0,267
" 2005-01-04",-16,0,0,0,.4619,3.2578,0,12331.2892,6.2123,.503782202580516,17.587,1.42620718787613,.2022,.016394604619732,0,.4779574729272600550504143091,0,.0031061420289711597762995404,0,17.105909746115600146007274999,0,0,0,0,.0085915888521342279412445287,0,.1935750228180168436016531162,0,267
" 2005-01-05",-18,0,0,0,.4342,3.0623,0,11591.4119,5.8395,.503782202580516,16.5318,1.42620718787613,.19,.016394604619732,0,.4492800245516244517473894509,0,.002919773507232890189721568,0,16.07955516134866413724683851,0,0,0,0,.008076093521006174264769857,0,.1819605214489358329855539294,0,267
" 2005-01-06",-16,0,0,0,.4081,2.8786,0,10895.9272,5.4892,.503782202580516,15.5398,1.42620718787613,.1786,.016394604619732,0,.4223232230785269846425460837,0,.0027445870967989167783382739,0,15.114781851667744289012028195,0,0,0,0,.0075915279097458038088836656,0,.1710428901619996830064206936,0,267
" 2005-01-07",-13,0,0,0,.3836,2.7059,0,10242.1715,5.1598,.503782202580516,14.6075,1.42620718787613,.1679,.016394604619732,0,.3969838296938153655639933185,0,.0025799118709909817716379774,0,14.207894940567679631671306498,0,0,0,0,.0071360362351610555803506456,0,.1607803167522797020260354519,0,267
" 2005-01-08",-13,0,0,0,.3606,2.5435,0,9627.6413,4.8502,.503782202580516,13.731,1.42620718787613,.1578,.016394604619732,0,.3731647999121864436301537191,0,.0024251171587315228653396988,0,13.355421244133618853771028099,0,0,0,0,.0067078740610513922455296069,0,.1511334977471429199044733247,0,267
" 2005-01-09",-10,0,0,0,.339,2.3909,0,9049.9828,4.5592,.503782202580516,12.9072,1.42620718787613,.1484,.016394604619732,0,.3507749119174552570123444959,0,.0022796101292076314934193169,0,12.554095969485601722544766409,0,0,0,0,.0063054016173883087107978305,0,.1420654878823143447102049251,0,267
" 2005-01-10",-14,.08,0,0,.3186,2.2475,0,8506.9838,4.2857,.503782202580516,12.1327,1.42620718787613,.1395,.016394604619732,0,.3297284172024079415916038265,0,.0021428335214551736038141579,0,11.800850211316465619192080436,0,0,0,0,.0059270775203450101881499606,0,.1335415586093754840275926298,0,267
" 2005-01-11",-12,.3,0,0,.2995,2.1126,0,7996.5648,4.0285,.503782202580516,11.4048,1.42620718787613,.1311,.016394604619732,0,.3099447121702634650961075965,0,.0020142635101678631875853084,0,11.092799198637477682040555596,0,0,0,0,.005571452869124309576860963,0,.1255290650928129549859370718,0,267
" 2005-01-12",-9,.38,0,0,.2815,1.9859,0,7516.7709,3.7868,.503782202580516,10.7205,1.42620718787613,.1232,.016394604619732,0,.2913480294400476571903411414,0,.0018934076995577913963301899,0,10.427231246719229021118122284,0,0,0,0,.0052371656969768510022493052,0,.1179973211872441776867808478,0,267
" 2005-01-13",-21,0,0,0,.2647,1.8667,0,7065.7646,3.5596,.503782202580516,10.0772,1.42620718787613,.1158,.016394604619732,0,.2738671476736447977589206726,0,.0017798032375843239125503785,0,9.801597371916075279851034936,0,0,0,0,.0049229357551582399421143469,0,.1109174819160095270255739968,0,267
